cluster,location,FID,IID,PHE,CHR,CHR_NUM,SNP1,SNP2,POS1,POS2,KB,NSNP,DENSITY,PHOM,PHET
Merritt Island,TEL4,TEL231,TEL231,-9,CM083940.1,3,SNP_3756127,SNP_3756914,54293811,55501755,1207.945,164,7.366,0.939,0.024
Merritt Island,TEL4,TEL231,TEL231,-9,CM083953.1,15,SNP_8363484,SNP_8365599,10255035,11741469,1486.435,736,2.02,0.98,0.008
Merritt Island,TEL4,TEL233,TEL233,-9,CM083941.1,4,SNP_4737889,SNP_4738832,37322600,38442591,1119.992,110,10.182,0.982,0.018
Merritt Island,TEL4,TEL234,TEL234,-9,CM083937.1,1,SNP_1015691,SNP_1021304,104880928,106103614,1222.687,2399,0.51,0.993,0.006
Merritt Island,TEL4,TEL234,TEL234,-9,CM083942.1,4A,SNP_5141437,SNP_5149690,45959,1172767,1126.809,3555,0.317,0.993,0.005
Merritt Island,TEL4,TEL234,TEL234,-9,CM083942.1,4A,SNP_5219382,SNP_5220671,7785023,8954493,1169.471,402,2.909,0.995,0.002
Merritt Island,TEL4,TEL234,TEL234,-9,CM083942.1,4A,SNP_5222377,SNP_5227062,9443344,10675362,1232.019,1661,0.742,0.993,0.007
Merritt Island,TEL4,TEL234,TEL234,-9,CM083943.1,5,SNP_5382507,SNP_5387761,5846778,7024482,1177.705,2030,0.58,0.998,0.002
Merritt Island,TEL4,TEL234,TEL234,-9,CM083943.1,5,SNP_5387777,SNP_5394798,7028958,9923894,2894.937,2491,1.162,0.995,0.005
Merritt Island,TEL4,TEL234,TEL234,-9,CM083958.1,21,SNP_8968463,SNP_8969652,2870865,3899130,1028.266,285,3.608,0.989,0.011
Merritt Island,TEL4,TEL449,TEL449,-9,CM083937.1,1,SNP_320726,SNP_334473,30813358,32514674,1701.317,5930,0.287,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083937.1,1,SNP_962051,SNP_974863,99004155,100259926,1255.772,6101,0.206,0.997,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083937.1,1,SNP_1015691,SNP_1021304,104880928,106103614,1222.687,2399,0.51,0.994,0.005
Merritt Island,TEL4,TEL449,TEL449,-9,CM083938.1,1A,SNP_1476528,SNP_1489694,30406749,32038341,1631.593,5762,0.283,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083938.1,1A,SNP_1620649,SNP_1631795,46081957,47907102,1825.146,4509,0.405,0.997,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083938.1,1A,SNP_1632103,SNP_1643964,49260194,50675304,1415.111,5322,0.266,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083938.1,1A,SNP_1657915,SNP_1666881,52200141,53311046,1110.906,3758,0.296,0.999,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083938.1,1A,SNP_1670689,SNP_1680307,53715196,54720870,1005.675,4295,0.234,0.999,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2307717,SNP_2319760,54617467,55882235,1264.769,5558,0.228,0.997,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2360846,SNP_2371740,60307941,61543402,1235.462,4796,0.258,0.996,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2371821,SNP_2383328,61551423,64186066,2634.644,4493,0.586,0.996,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2385367,SNP_2386724,64666483,65814554,1148.072,320,3.588,0.994,0.006
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2386758,SNP_2397892,67164436,70060536,2896.101,3844,0.753,0.996,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2397908,SNP_2405461,70065560,71222068,1156.509,3019,0.383,0.996,0.004
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2412597,SNP_2429049,72070620,74078099,2007.48,7174,0.28,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2651071,SNP_2664467,96284640,98678155,2393.516,5734,0.417,0.997,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2670117,SNP_2685269,99208821,100745816,1536.996,6712,0.229,0.996,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083939.1,2,SNP_2726444,SNP_2737414,104951022,106065202,1114.181,4985,0.224,0.997,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083940.1,3,SNP_4349986,SNP_4367828,119754689,121561175,1806.487,7958,0.227,0.997,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4751730,SNP_4763451,39945686,41189079,1243.394,4915,0.253,0.997,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4789496,SNP_4799543,43603043,44608048,1005.006,4431,0.227,0.997,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4812273,SNP_4822284,45982948,47214039,1231.092,4351,0.283,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4849937,SNP_4862036,50186174,51571142,1384.969,5536,0.25,0.996,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4882615,SNP_4896667,54062093,55635480,1573.388,6090,0.258,0.995,0.004
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4904505,SNP_4920986,56762965,58505994,1743.03,7114,0.245,0.994,0.004
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4937016,SNP_4956032,60318067,62488086,2170.02,8176,0.265,0.997,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4960405,SNP_4972110,62914539,64263287,1348.749,4962,0.272,0.998,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083941.1,4,SNP_4990963,SNP_5001357,66347589,67404659,1057.071,4412,0.24,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083943.1,5,SNP_5571741,SNP_5593512,27441766,30113818,2672.053,9503,0.281,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083943.1,5,SNP_5597108,SNP_5664224,30527395,38424714,7897.32,28788,0.274,0.998,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083943.1,5,SNP_5673231,SNP_5682904,39291511,40468003,1176.493,4009,0.293,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083943.1,5,SNP_5682914,SNP_5695656,40468408,42093424,1625.017,5271,0.308,0.999,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083943.1,5,SNP_5699122,SNP_5716317,42581839,44941028,2359.19,7152,0.33,0.997,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083945.1,7,SNP_6498532,SNP_6508842,21949616,23306819,1357.204,4566,0.297,0.995,0.004
Merritt Island,TEL4,TEL449,TEL449,-9,CM083945.1,7,SNP_6508850,SNP_6518736,23306952,24478731,1171.78,4197,0.279,0.998,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083946.1,8,SNP_6684484,SNP_6698949,335810,2321877,1986.068,6316,0.314,0.999,0.001
Merritt Island,TEL4,TEL449,TEL449,-9,CM083946.1,8,SNP_6719044,SNP_6729389,4034688,5852199,1817.512,4490,0.405,0.996,0.003
Merritt Island,TEL4,TEL449,TEL449,-9,CM083946.1,8,SNP_6729405,SNP_6734509,5858228,8152729,2294.502,1829,1.255,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083947.1,9,SNP_7049206,SNP_7057268,6338343,7378792,1040.45,3610,0.288,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083947.1,9,SNP_7057291,SNP_7070085,7381320,8846562,1465.243,5622,0.261,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083947.1,9,SNP_7074421,SNP_7090615,9693996,12003714,2309.719,6631,0.348,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083947.1,9,SNP_7236187,SNP_7247272,25738806,27096263,1357.458,4784,0.284,0.995,0.004
Merritt Island,TEL4,TEL449,TEL449,-9,CM083949.1,11,SNP_7437029,SNP_7442860,92748,1114670,1021.923,2276,0.449,0.997,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083953.1,15,SNP_8389321,SNP_8399075,14081057,15412895,1331.839,4500,0.296,0.998,0.002
Merritt Island,TEL4,TEL449,TEL449,-9,CM083956.1,19,SNP_8725762,SNP_8737852,6211407,7304782,1093.376,5142,0.213,0.996,0.003
Merritt Island,TEL4,TEL450,TEL450,-9,CM083939.1,2,SNP_2385371,SNP_2386724,64668116,65814554,1146.439,319,3.594,0.991,0.009
Merritt Island,TEL4,TEL450,TEL450,-9,CM083942.1,4A,SNP_5219704,SNP_5220671,7878591,8954493,1075.903,331,3.25,0.979,0.012
Merritt Island,TEL4,TEL450,TEL450,-9,CM083943.1,5,SNP_5686653,SNP_5696939,40951821,42276478,1324.658,4207,0.315,0.993,0.006
SBC,Valkaria,VALK386,VALK386,-9,CM083937.1,1,SNP_1016147,SNP_1020509,104974324,105980899,1006.576,1824,0.552,0.98,0.006
SBC,Valkaria,VALK386,VALK386,-9,CM083944.1,6,SNP_6080268,SNP_6088480,15215914,16247746,1031.833,3488,0.296,0.992,0.004
SBC,Valkaria,VALK387,VALK387,-9,CM083941.1,4,SNP_4637240,SNP_4640954,25474889,27255825,1780.937,1357,1.312,0.985,0.01
SBC,Valkaria,VALK387,VALK387,-9,CM083941.1,4,SNP_4737852,SNP_4738914,37318824,38495047,1176.224,136,8.649,0.978,0.007
SBC,Valkaria,VALK387,VALK387,-9,CM083943.1,5,SNP_5344734,SNP_5345701,24962,1402271,1377.31,362,3.805,0.989,0.006
SBC,Valkaria,VALK389,VALK389,-9,CM083941.1,4,SNP_4519474,SNP_4522247,12686596,13692615,1006.02,800,1.258,0.978,0.016
SBC,Valkaria,VALK389,VALK389,-9,CM083946.1,8,SNP_6725594,SNP_6729335,4744217,5833429,1089.213,1534,0.71,0.976,0.013
SBC,Valkaria,VALK389,VALK389,-9,CM083946.1,8,SNP_6729406,SNP_6730006,5858429,6883446,1025.018,152,6.744,0.974,0.02
SBC,Valkaria,VALK390,VALK390,-9,CM083937.1,1,SNP_643024,SNP_653758,65620578,66876322,1255.745,4389,0.286,0.997,0.003
SBC,Valkaria,VALK390,VALK390,-9,CM083937.1,1,SNP_1016137,SNP_1025716,104972728,106919384,1946.657,3782,0.515,0.997,0.003
SBC,Valkaria,VALK390,VALK390,-9,CM083938.1,1A,SNP_1705891,SNP_1717666,57550956,59712185,2161.23,5276,0.41,0.996,0.003
SBC,Valkaria,VALK390,VALK390,-9,CM083939.1,2,SNP_2436477,SNP_2445502,74986895,76162090,1175.196,3686,0.319,0.995,0.005
SBC,Valkaria,VALK390,VALK390,-9,CM083943.1,5,SNP_5623505,SNP_5632341,33627086,34737436,1110.351,3771,0.294,0.999,0.001
SBC,Valkaria,VALK390,VALK390,-9,CM083943.1,5,SNP_5638048,SNP_5654528,35409423,37413117,2003.695,6754,0.297,0.999,0.001
SBC,Valkaria,VALK390,VALK390,-9,CM083943.1,5,SNP_5674027,SNP_5683830,39377066,40579685,1202.62,4059,0.296,0.996,0.002
SBC,Valkaria,VALK390,VALK390,-9,CM083943.1,5,SNP_5790008,SNP_5803677,53677514,55255652,1578.139,5744,0.275,0.996,0.003
SBC,Valkaria,VALK390,VALK390,-9,CM083943.1,5,SNP_5809451,SNP_5826044,55821811,57604701,1782.891,7291,0.245,0.998,0.002
SBC,Valkaria,VALK390,VALK390,-9,CM083950.1,12,SNP_7745465,SNP_7760875,9196239,10869210,1672.972,6628,0.252,0.996,0.003
SBC,Valkaria,VALK390,VALK390,-9,CM083960.1,23,SNP_9117373,SNP_9123682,2552528,4359162,1806.635,2463,0.734,0.997,0.002
SBC,Valkaria,VALK391,VALK391,-9,CM083939.1,2,SNP_2650909,SNP_2653246,96256512,97531176,1274.665,823,1.549,0.978,0.009
SBC,Valkaria,VALK391,VALK391,-9,CM083960.1,23,SNP_9118510,SNP_9120387,2786692,3792992,1006.301,684,1.471,0.98,0.01
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_3564180,SNP_3575734,31187350,32386583,1199.234,4892,0.245,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_3836314,SNP_3846033,64335528,65347572,1012.045,4292,0.236,0.997,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_3936527,SNP_3946130,74814657,75885385,1070.729,4253,0.252,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_3953140,SNP_3967505,76584369,78014737,1430.369,6558,0.218,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_3979406,SNP_3992716,79302027,80888860,1586.834,5733,0.277,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4006775,SNP_4039765,82291421,85666028,3374.608,14755,0.229,0.997,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4039774,SNP_4078029,85666317,89690542,4024.226,16795,0.24,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4082816,SNP_4093616,90207305,91318718,1111.414,4998,0.222,0.995,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4093814,SNP_4111385,91338832,93189608,1850.777,8017,0.231,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4115770,SNP_4129096,93679400,95154786,1475.387,5844,0.252,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4161606,SNP_4173070,98488449,99725363,1236.915,5028,0.246,0.994,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4184568,SNP_4202522,101027051,103090077,2063.027,7814,0.264,0.994,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083940.1,3,SNP_4227493,SNP_4237209,106192669,107294744,1102.076,4261,0.259,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083941.1,4,SNP_4950222,SNP_4965277,61949373,63467105,1517.733,6519,0.233,0.996,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083942.1,4A,SNP_5213858,SNP_5220683,6567173,8955584,2388.412,2556,0.934,0.995,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083942.1,4A,SNP_5231388,SNP_5246249,11255563,12922417,1666.855,6849,0.243,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083942.1,4A,SNP_5251541,SNP_5261189,13523131,14949082,1425.952,4304,0.331,0.995,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6047340,SNP_6068892,11631261,13896807,2265.547,9102,0.249,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6077036,SNP_6088481,14847088,16247789,1400.702,4767,0.294,0.998,0.001
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6092269,SNP_6101796,16817354,18058883,1241.53,4142,0.3,0.995,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6115853,SNP_6131621,19479782,21139594,1659.813,7035,0.236,0.997,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6135113,SNP_6145574,21547607,22608511,1060.905,4612,0.23,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6151915,SNP_6166400,23368075,24980348,1612.274,6337,0.254,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083944.1,6,SNP_6187424,SNP_6201914,26905617,28414006,1508.39,6627,0.228,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083945.1,7,SNP_6424684,SNP_6435968,12679968,14121760,1441.793,4913,0.293,0.997,0.002
SBC,Valkaria,VALK392,VALK392,-9,CM083946.1,8,SNP_6684399,SNP_6692561,275146,1718568,1443.423,3493,0.413,0.995,0.004
SBC,Valkaria,VALK392,VALK392,-9,CM083946.1,8,SNP_6827556,SNP_6841252,18586946,19971841,1384.896,6144,0.225,0.993,0.005
SBC,Valkaria,VALK392,VALK392,-9,CM083950.1,12,SNP_7699474,SNP_7709130,4249836,5316181,1066.346,4345,0.245,0.996,0.003
SBC,Valkaria,VALK392,VALK392,-9,CM083950.1,12,SNP_7710229,SNP_7724409,5435812,6963451,1527.64,6344,0.241,0.995,0.004
SBC,Valkaria,VALK393,VALK393,-9,CM083940.1,3,SNP_3394775,SNP_3398833,11339679,12617339,1277.661,1361,0.939,0.978,0.009
SBC,Valkaria,VALK394,VALK394,-9,CM083937.1,1,SNP_584691,SNP_606286,59584692,61693482,2108.791,9429,0.224,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083938.1,1A,SNP_1388134,SNP_1406545,20388873,22402483,2013.611,8302,0.243,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083938.1,1A,SNP_1406934,SNP_1431028,22445987,24977595,2531.609,10838,0.234,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083938.1,1A,SNP_1631426,SNP_1632068,47500476,49256652,1756.177,101,17.388,0.99,0.01
SBC,Valkaria,VALK394,VALK394,-9,CM083939.1,2,SNP_2293355,SNP_2308076,53160434,54659183,1498.75,6465,0.232,0.998,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083939.1,2,SNP_2308094,SNP_2324033,54660413,56332893,1672.481,7346,0.228,0.997,0.002
SBC,Valkaria,VALK394,VALK394,-9,CM083940.1,3,SNP_4014163,SNP_4036352,82905298,85351040,2445.743,9928,0.246,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083940.1,3,SNP_4039782,SNP_4051367,85666386,86825580,1159.195,4906,0.236,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083944.1,6,SNP_5997874,SNP_6011992,6412942,8257626,1844.685,6019,0.306,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083944.1,6,SNP_6018967,SNP_6044860,8867698,11405880,2538.183,11407,0.223,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083944.1,6,SNP_6076531,SNP_6088481,14785887,16247789,1461.903,4966,0.294,1,0
SBC,Valkaria,VALK394,VALK394,-9,CM083945.1,7,SNP_6391700,SNP_6401901,9249375,10357715,1108.341,4657,0.238,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083945.1,7,SNP_6413687,SNP_6454803,11378031,16306876,4928.846,17927,0.275,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083947.1,9,SNP_6984606,SNP_6991119,328089,1527580,1199.492,2857,0.42,0.999,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083953.1,15,SNP_8339604,SNP_8350667,7253932,8384039,1130.108,5027,0.225,0.997,0.002
SBC,Valkaria,VALK394,VALK394,-9,CM083957.1,20,SNP_8842892,SNP_8863974,6811998,8797043,1985.046,9492,0.209,0.998,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083957.1,20,SNP_8896403,SNP_8917027,11733803,13631206,1897.404,9596,0.198,0.998,0.001
SBC,Valkaria,VALK394,VALK394,-9,CM083958.1,21,SNP_9013060,SNP_9023635,7841883,9103597,1261.715,4702,0.268,0.998,0.002
SBC,Valkaria,VALK394,VALK394,-9,CM083960.1,23,SNP_9117970,SNP_9122044,2656012,4170785,1514.774,1515,1,0.997,0.003
SBC,Valkaria,VALK502,VALK502,-9,CM083937.1,1,SNP_1015932,SNP_1022482,104933118,106320273,1387.156,2793,0.497,0.994,0.002
SBC,Valkaria,VALK502,VALK502,-9,CM083942.1,4A,SNP_5219231,SNP_5220683,7736083,8955584,1219.502,462,2.64,0.989,0.011
SBC,Valkaria,VALK502,VALK502,-9,CM083942.1,4A,SNP_5224082,SNP_5228979,9959233,10966496,1007.264,1886,0.534,0.993,0.006
SBC,Valkaria,VALK502,VALK502,-9,CM083957.1,20,SNP_8932509,SNP_8938859,15049856,16227900,1178.045,2548,0.462,0.99,0.007
SBC,Valkaria,VALK503,VALK503,-9,CM083938.1,1A,SNP_1631431,SNP_1632068,47501694,49256652,1754.959,100,17.55,0.94,0.01
CBC,Viera,VRA03,VRA03,-9,CM083941.1,4,SNP_4736367,SNP_4738844,37159943,38448018,1288.076,823,1.565,0.973,0.006
CBC,Viera,VRA04,VRA04,-9,CM083938.1,1A,SNP_1631485,SNP_1632311,47517356,49327981,1810.626,160,11.316,0.881,0.025
CBC,Viera,VRA04,VRA04,-9,CM083939.1,2,SNP_2650889,SNP_2652569,96254056,97465771,1211.716,534,2.269,0.949,0.013
CBC,Viera,VRA04,VRA04,-9,CM083943.1,5,SNP_5344734,SNP_5345244,24962,1339838,1314.877,133,9.886,0.925,0.015
CBC,Viera,VRA06,VRA06,-9,CM083939.1,2,SNP_2649660,SNP_2652271,96065416,97432325,1366.91,873,1.566,0.92,0.009
CBC,Viera,VRA08,VRA08,-9,CM083953.1,15,SNP_8365547,SNP_8367332,10993481,12223012,1229.532,682,1.803,0.979,0.016
CBC,Viera,VRA09,VRA09,-9,CM083939.1,2,SNP_2424502,SNP_2439175,73539667,75405554,1865.888,6190,0.301,0.996,0.004
CBC,Viera,VRA11,VRA11,-9,CM083941.1,4,SNP_4737852,SNP_4738570,37318824,38387315,1068.492,121,8.831,0.95,0.017
CBC,Viera,VRA13,VRA13,-9,CM083940.1,3,SNP_3327153,SNP_3327819,3832,1702846,1699.015,158,10.753,0.918,0.019
CBC,Viera,VRA15,VRA15,-9,CM083939.1,2,SNP_2650814,SNP_2651952,96236690,97402487,1165.798,305,3.822,0.954,0.02
CBC,Viera,VRA15,VRA15,-9,CM083940.1,3,SNP_3755684,SNP_3757306,54237248,55577569,1340.322,530,2.529,0.915,0.017
CBC,Viera,VRA16,VRA16,-9,CM083937.1,1,SNP_1016147,SNP_1021758,104974324,106223820,1249.497,2390,0.523,0.962,0.008
CBC,Viera,VRA16,VRA16,-9,CM083939.1,2,SNP_2651095,SNP_2653093,96286097,97510167,1224.071,685,1.787,0.949,0.012
CBC,Viera,VRA16,VRA16,-9,CM083946.1,8,SNP_6728688,SNP_6729939,5422403,6856233,1433.831,350,4.097,0.949,0.02
CBC,Viera,VRA172,VRA172,-9,CM083938.1,1A,SNP_1714753,SNP_1715565,58449396,59473129,1023.734,239,4.283,0.975,0.021
CBC,Viera,VRA172,VRA172,-9,CM083941.1,4,SNP_4523745,SNP_4526081,14026650,15046408,1019.759,778,1.311,0.982,0.013
CBC,Viera,VRA174,VRA174,-9,CM083941.1,4,SNP_4737033,SNP_4739030,37226479,38510922,1284.444,555,2.314,0.973,0.014
CBC,Viera,VRA18,VRA18,-9,CM083938.1,1A,SNP_1631627,SNP_1632426,47553664,49356520,1802.857,154,11.707,0.916,0.019
CBC,Viera,VRA18,VRA18,-9,CM083939.1,2,SNP_2650816,SNP_2651375,96236747,97324127,1087.381,108,10.068,0.898,0.019
CBC,Viera,VRA21,VRA21,-9,CM083937.1,1,SNP_315874,SNP_326224,30212773,31532408,1319.636,4450,0.297,0.996,0.003
CBC,Viera,VRA21,VRA21,-9,CM083937.1,1,SNP_1013826,SNP_1022556,104496230,106357791,1861.562,3593,0.518,0.997,0.002
CBC,Viera,VRA21,VRA21,-9,CM083938.1,1A,SNP_1378634,SNP_1395188,19313296,21159397,1846.102,7406,0.249,0.996,0.003
CBC,Viera,VRA21,VRA21,-9,CM083938.1,1A,SNP_1409782,SNP_1420395,22733742,23913692,1179.951,4651,0.254,0.997,0.003
CBC,Viera,VRA21,VRA21,-9,CM083939.1,2,SNP_2759064,SNP_2775365,108458883,110078329,1619.447,6875,0.236,0.995,0.004
CBC,Viera,VRA21,VRA21,-9,CM083939.1,2,SNP_2819763,SNP_2829366,114294421,115387527,1093.107,4147,0.264,0.996,0.003
CBC,Viera,VRA21,VRA21,-9,CM083939.1,2,SNP_2889997,SNP_2897895,121473904,122895787,1421.884,3087,0.461,0.995,0.005
CBC,Viera,VRA21,VRA21,-9,CM083943.1,5,SNP_5644374,SNP_5659277,36096427,37957629,1861.203,6132,0.304,0.997,0.003
CBC,Viera,VRA21,VRA21,-9,CM083943.1,5,SNP_5669489,SNP_5682903,38927975,40468002,1540.028,5677,0.271,0.997,0.003
CBC,Viera,VRA21,VRA21,-9,CM083943.1,5,SNP_5682912,SNP_5691377,40468329,41552241,1083.913,3515,0.308,0.998,0.002
CBC,Viera,VRA21,VRA21,-9,CM083943.1,5,SNP_5699121,SNP_5711723,42581827,44216158,1634.332,5281,0.309,0.997,0.003
CBC,Viera,VRA21,VRA21,-9,CM083943.1,5,SNP_5714356,SNP_5725585,44609018,46227892,1618.875,4859,0.333,0.997,0.003
CBC,Viera,VRA21,VRA21,-9,CM083945.1,7,SNP_6382421,SNP_6393341,8382913,9386931,1004.019,4887,0.205,0.995,0.005
CBC,Viera,VRA21,VRA21,-9,CM083945.1,7,SNP_6426130,SNP_6434850,12850627,13962939,1112.313,3799,0.293,0.995,0.004
CBC,Viera,VRA21,VRA21,-9,CM083945.1,7,SNP_6435238,SNP_6450057,14020508,15738192,1717.685,6539,0.263,0.996,0.004
CBC,Viera,VRA21,VRA21,-9,CM083945.1,7,SNP_6488584,SNP_6501879,20704347,22391556,1687.21,5764,0.293,0.996,0.004
CBC,Viera,VRA21,VRA21,-9,CM083946.1,8,SNP_6801075,SNP_6810889,15357767,16548591,1190.825,4225,0.282,0.996,0.004
CBC,Viera,VRA21,VRA21,-9,CM083946.1,8,SNP_6810901,SNP_6820758,16549330,17762910,1213.581,4361,0.278,0.997,0.002
CBC,Viera,VRA212,VRA212,-9,CM083937.1,1,SNP_145804,SNP_160726,12702562,14239890,1537.329,6740,0.228,0.997,0.002
CBC,Viera,VRA212,VRA212,-9,CM083937.1,1,SNP_581945,SNP_591693,59293797,60328770,1034.974,4382,0.236,0.996,0.002
CBC,Viera,VRA212,VRA212,-9,CM083937.1,1,SNP_1012947,SNP_1022556,104332029,106357791,2025.763,3995,0.507,0.998,0.002
CBC,Viera,VRA212,VRA212,-9,CM083939.1,2,SNP_2651074,SNP_2652415,96284791,97445845,1161.055,391,2.969,0.977,0.02
CBC,Viera,VRA212,VRA212,-9,CM083941.1,4,SNP_4576192,SNP_4596706,19951308,21831516,1880.209,9662,0.195,0.996,0.004
CBC,Viera,VRA212,VRA212,-9,CM083941.1,4,SNP_4623609,SNP_4637069,24110518,25461689,1351.172,6230,0.217,0.995,0.004
CBC,Viera,VRA212,VRA212,-9,CM083941.1,4,SNP_4648789,SNP_4656740,28064761,29098045,1033.285,3355,0.308,0.995,0.003
CBC,Viera,VRA212,VRA212,-9,CM083941.1,4,SNP_4866751,SNP_4879100,52145170,53667054,1521.885,5063,0.301,0.997,0.003
CBC,Viera,VRA212,VRA212,-9,CM083941.1,4,SNP_4879378,SNP_4889461,53711580,54761625,1050.046,4327,0.243,0.996,0.004
CBC,Viera,VRA212,VRA212,-9,CM083944.1,6,SNP_6194887,SNP_6207742,27634513,29131713,1497.201,5914,0.253,0.998,0.001
CBC,Viera,VRA212,VRA212,-9,CM083944.1,6,SNP_6213082,SNP_6224970,29554947,30606252,1051.306,5488,0.192,0.995,0.003
CBC,Viera,VRA23,VRA23,-9,CM083946.1,8,SNP_6725372,SNP_6729159,4715444,5724554,1009.111,1585,0.637,0.991,0.008
CBC,Viera,VRA23,VRA23,-9,CM083951.1,13,SNP_8060575,SNP_8068266,18482668,19506628,1023.961,3340,0.307,0.99,0.007
